light,humidity,date,soilMoisture,battery,pressure,rain,sensorName,temperature,altitude
-1.01,60.09863281,2023-05-24 20:35:15+00:00,1429.0,-1.01,892.8529053,-1.01,sensorTwo,30.61000061,1054.38208
-1.01,-1.01,2023-05-24 00:56:10+00:00,4081.0,-1.01,-1.01,89.0,sensorFour,-1.01,-1.01
-1.01,79.67773438,2023-06-06 04:23:59+00:00,28.0,-1.01,897.7332764,-1.01,sensorOne,19.76000023,1009.466736
0.0,-1.01,2023-05-24 14:16:27+00:00,1121.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,82.98535156,2023-06-07 03:01:03+00:00,4095.0,-1.01,897.388916,-1.01,sensorTwo,19.10000038,1012.629578
-1.01,82.54199219,2023-06-06 03:09:15+00:00,1165.0,-1.01,897.2154541,-1.01,sensorTwo,19.38999939,1014.223022
-1.01,90.91503906,2023-05-25 09:22:14+00:00,1090.0,-1.01,894.5223999,-1.01,sensorOne,18.85000038,1038.994995
86.33348846,-1.01,2023-06-06 21:35:05+00:00,1252.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-25 09:43:41+00:00,3295.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-06-05 20:57:20+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-23 21:57:40+00:00,2689.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,91.66894531,2023-05-26 07:14:45+00:00,1391.0,-1.01,895.4718628,-1.01,sensorOne,19.90999985,1030.254517
-1.01,78.67871094,2023-06-06 20:19:29+00:00,0.0,-1.01,894.8811646,-1.01,sensorOne,27.80999947,1035.69104
0.081600003,-1.01,2023-05-26 00:04:53+00:00,1136.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,87.47363281,2023-05-24 08:39:13+00:00,1239.0,-1.01,894.982605,-1.01,sensorTwo,19.59000015,1034.757568
0.163200006,-1.01,2023-05-22 07:38:09+00:00,2806.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,89.66992188,2023-05-24 10:30:35+00:00,1005.0,-1.01,895.4702148,-1.01,sensorOne,19.09000015,1030.269531
-1.01,-1.01,2023-05-25 18:40:45+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-22 12:12:19+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,91.86425781,2023-05-26 06:15:07+00:00,1363.0,-1.01,895.8803101,-1.01,sensorOne,20.40999985,1026.496704
0.163200006,-1.01,2023-05-24 05:18:38+00:00,1139.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,88.69628906,2023-05-25 20:18:48+00:00,1362.0,-1.01,893.5800781,-1.01,sensorOne,25.20999908,1047.677368
351.2643738,-1.01,2023-06-04 16:52:31+00:00,1275.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,81.87207031,2023-05-23 23:34:25+00:00,999.0,-1.01,895.623291,-1.01,sensorOne,21.12999916,1028.86084
-1.01,58.5234375,2023-05-22 05:52:36+00:00,2650.0,-1.01,879.3029785,-1.01,sensorOne,25.88999939,1180.136475
0.163200006,-1.01,2023-05-25 01:12:08+00:00,1111.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,72.05664063,2023-05-24 23:33:40+00:00,1465.0,-1.01,893.6864014,-1.01,sensorTwo,23.18000031,1046.697021
-1.01,-1.01,2023-05-22 02:16:20+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-06-06 20:48:31+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-25 05:45:14+00:00,3658.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,48.58300781,2023-05-24 15:38:20+00:00,4095.0,-1.01,895.7201538,-1.01,sensorTwo,47.33000183,1027.970093
-1.01,69.57519531,2023-05-23 00:51:32+00:00,756.0,-1.01,896.7619019,-1.01,sensorTwo,21.12000084,1018.390869
433.234375,-1.01,2023-06-05 20:44:23+00:00,1254.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,87.32421875,2023-05-24 07:39:37+00:00,1243.0,-1.01,895.3914795,-1.01,sensorTwo,19.86000061,1030.994263
-1.01,-1.01,2023-05-26 02:37:51+00:00,3129.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
1.989485741,-1.01,2023-05-22 01:41:00+00:00,2805.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.163200006,-1.01,2023-05-23 03:28:02+00:00,1114.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.081600003,-1.01,2023-05-22 21:32:26+00:00,2892.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-24 22:47:58+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
13.73946381,-1.01,2023-06-04 15:53:44+00:00,1305.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,85.21484375,2023-05-23 10:47:39+00:00,1168.0,-1.01,894.8895264,-1.01,sensorTwo,17.52000046,1035.61438
-1.01,-1.01,2023-05-26 09:35:06+00:00,2778.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,89.93261719,2023-05-25 23:17:37+00:00,1356.0,-1.01,894.708252,-1.01,sensorOne,23.10000038,1037.283081
-1.01,87.953125,2023-05-25 18:19:43+00:00,1212.0,-1.01,894.7714233,-1.01,sensorOne,26.75,1036.702026
-1.01,79.74023438,2023-06-06 05:23:40+00:00,22.0,-1.01,897.7818604,-1.01,sensorOne,19.19000053,1009.020325
-1.01,88.26855469,2023-05-24 14:29:22+00:00,1011.0,-1.01,896.3482056,-1.01,sensorOne,21.70000076,1022.19342
-1.01,59.50878906,2023-05-22 07:51:56+00:00,2655.0,-1.01,878.1716309,-1.01,sensorOne,25.64999962,1190.707275
-1.01,57.22753906,2023-06-04 16:21:51+00:00,4095.0,-1.01,892.9035645,-1.01,sensorTwo,41.27000046,1053.914673
-1.01,-1.01,2023-06-04 16:07:30+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,61.85253906,2023-05-22 17:57:08+00:00,2729.0,-1.01,878.4296265,-1.01,sensorTwo,25.37000084,1188.295654
0.0,-1.01,2023-05-24 01:20:00+00:00,1104.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,84.87792969,2023-05-23 07:40:17+00:00,1008.0,-1.01,895.7583618,-1.01,sensorOne,18.52000046,1027.618408
-1.01,58.9921875,2023-05-22 06:52:16+00:00,2647.0,-1.01,878.7075806,-1.01,sensorOne,25.80999947,1185.698364
0.0,-1.01,2023-05-26 07:02:22+00:00,1117.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,91.7265625,2023-05-26 10:13:44+00:00,1459.0,-1.01,895.6217041,-1.01,sensorOne,19.11000061,1028.875854
-1.01,79.62695313,2023-06-06 22:18:22+00:00,15.0,-1.01,895.0167236,-1.01,sensorOne,22.12000084,1034.443359
0.0,-1.01,2023-05-23 17:23:56+00:00,1170.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-25 03:45:59+00:00,3811.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.081600003,-1.01,2023-05-26 09:01:39+00:00,1181.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,89.18945313,2023-05-24 06:31:59+00:00,1010.0,-1.01,896.3240356,-1.01,sensorOne,20.20000076,1022.416077
63.80452347,-1.01,2023-06-06 22:34:44+00:00,1259.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.326400012,-1.01,2023-06-06 05:40:17+00:00,1279.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,82.64550781,2023-05-24 19:27:39+00:00,1984.0,-1.01,894.423584,-1.01,sensorOne,26.72999954,1039.905029
-1.01,91.18066406,2023-05-25 06:23:23+00:00,1232.0,-1.01,895.2859497,-1.01,sensorOne,20.14999962,1031.96521
-1.01,83.31933594,2023-05-23 03:41:44+00:00,1011.0,-1.01,898.0895386,-1.01,sensorOne,19.69000053,1006.195679
0.0,-1.01,2023-05-25 15:08:27+00:00,1177.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,78.50195313,2023-05-23 03:50:19+00:00,1087.0,-1.01,897.9468994,-1.01,sensorTwo,19.29999924,1007.50531
-1.01,48.359375,2023-06-06 18:06:23+00:00,4095.0,-1.01,895.8730469,-1.01,sensorTwo,52.5,1026.563477
-1.01,-1.01,2023-05-25 15:41:55+00:00,3747.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,76.09667969,2023-05-25 01:32:48+00:00,1488.0,-1.01,894.8512573,-1.01,sensorTwo,21.20000076,1035.966919
-1.01,66.69628906,2023-05-23 19:36:12+00:00,1097.0,-1.01,895.5828247,-1.01,sensorOne,29.72999954,1029.233154
-1.01,-1.01,2023-06-06 01:54:02+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-24 09:52:46+00:00,3871.0,-1.01,-1.01,45.0,sensorFour,-1.01,-1.01
0.0,-1.01,2023-05-25 17:08:09+00:00,1130.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,57.66992188,2023-05-22 02:03:35+00:00,2703.0,-1.01,879.3198242,-1.01,sensorTwo,25.52000046,1179.979126
0.0,-1.01,2023-05-25 19:07:41+00:00,1150.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,58.43066406,2023-06-05 17:29:11+00:00,0.0,-1.01,896.9707642,-1.01,sensorOne,37.68000031,1016.471008
-1.01,68.14257813,2023-05-24 22:34:10+00:00,1472.0,-1.01,892.6116943,-1.01,sensorTwo,25.55999947,1056.607178
-1.01,-1.01,2023-06-06 00:54:28+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
1229.922241,-1.01,2023-05-25 20:06:40+00:00,1169.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.163200006,-1.01,2023-05-23 10:25:33+00:00,1050.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,85.43164063,2023-05-25 15:20:30+00:00,1376.0,-1.01,895.4712524,-1.01,sensorOne,27.37000084,1030.26001
-1.01,-1.01,2023-05-23 14:59:41+00:00,2714.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,78.9609375,2023-05-25 04:31:40+00:00,1493.0,-1.01,895.3842163,-1.01,sensorTwo,20.29000092,1031.060913
-1.01,-1.01,2023-06-05 16:59:46+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
870.3637085,-1.01,2023-05-24 13:16:22+00:00,1157.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
24.39837837,-1.01,2023-05-25 14:08:18+00:00,1175.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,79.70214844,2023-05-25 05:31:16+00:00,1497.0,-1.01,895.3378296,-1.01,sensorTwo,20.12999916,1031.487793
0.0,-1.01,2023-05-23 14:25:13+00:00,1173.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-24 05:54:18+00:00,4095.0,-1.01,-1.01,15.0,sensorFour,-1.01,-1.01
-1.01,90.79980469,2023-05-25 11:21:32+00:00,1083.0,-1.01,894.6928101,-1.01,sensorOne,17.87999916,1037.425537
-1.01,80.60546875,2023-06-06 01:25:01+00:00,16.0,-1.01,896.7528687,-1.01,sensorOne,21.01000023,1018.473633
-1.01,60.2578125,2023-05-22 09:51:13+00:00,2644.0,-1.01,877.8062744,-1.01,sensorOne,25.35000038,1194.123047
-1.01,-1.01,2023-05-24 16:50:48+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.0,-1.01,2023-05-23 19:22:03+00:00,1120.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,80.59277344,2023-06-07 01:17:14+00:00,16.0,-1.01,896.850647,-1.01,sensorOne,19.88999939,1017.574951
-1.01,-1.01,2023-05-23 08:01:50+00:00,2762.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.163200006,-1.01,2023-05-26 08:01:59+00:00,1158.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
2.245942831,-1.01,2023-05-22 03:39:31+00:00,2815.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.081600003,-1.01,2023-05-26 03:03:49+00:00,1152.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,87.10742188,2023-05-24 06:40:00+00:00,1233.0,-1.01,895.8856812,-1.01,sensorTwo,19.95000076,1026.447266
-1.01,74.83105469,2023-06-06 20:04:05+00:00,4095.0,-1.01,894.6679688,-1.01,sensorTwo,26.25,1037.654663
-1.01,-1.01,2023-05-23 10:01:08+00:00,2731.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-23 12:00:24+00:00,2699.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,62.84570313,2023-05-23 16:46:18+00:00,1266.0,-1.01,896.4934082,-1.01,sensorTwo,33.25,1020.858582
-1.01,-1.01,2023-06-06 16:50:38+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-24 03:55:05+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,91.69628906,2023-05-26 04:15:46+00:00,1307.0,-1.01,896.5928345,-1.01,sensorOne,20.79000092,1019.944702
-1.01,61.08886719,2023-05-22 14:49:35+00:00,2643.0,-1.01,879.1964111,-1.01,sensorOne,25.21999931,1181.131958
2090.217041,-1.01,2023-05-23 21:21:58+00:00,1127.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,81.75097656,2023-06-06 04:08:55+00:00,1171.0,-1.01,897.527832,-1.01,sensorTwo,19.77000046,1011.353149
0.326400012,-1.01,2023-05-22 20:32:45+00:00,2852.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,60.54980469,2023-05-23 21:43:56+00:00,1379.0,-1.01,893.9746704,-1.01,sensorTwo,33.09999847,1044.040527
-1.01,84.04882813,2023-05-24 16:28:30+00:00,1018.0,-1.01,896.1257935,-1.01,sensorOne,25.05999947,1024.23877
-1.01,-1.01,2023-05-23 19:58:34+00:00,2746.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,82.375,2023-05-23 06:49:07+00:00,1157.0,-1.01,896.3577881,-1.01,sensorTwo,17.71999931,1022.105652
-1.01,-1.01,2023-05-22 09:13:25+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,85.3046875,2023-05-23 11:47:18+00:00,1010.0,-1.01,895.560791,-1.01,sensorTwo,18.17000008,1029.435913
-1.01,91.40136719,2023-05-26 02:16:31+00:00,1136.0,-1.01,896.074707,-1.01,sensorOne,21.18000031,1024.708618
-1.01,69.37890625,2023-05-24 13:38:04+00:00,1200.0,-1.01,895.8019409,-1.01,sensorTwo,32.47999954,1027.217285
-1.01,79.48144531,2023-05-23 23:42:37+00:00,1119.0,-1.01,895.1328735,-1.01,sensorTwo,21.43000031,1033.37439
-1.01,-1.01,2023-05-23 17:59:07+00:00,2735.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,91.50878906,2023-05-26 03:16:10+00:00,1200.0,-1.01,896.2561035,-1.01,sensorOne,20.89999962,1023.040283
-1.01,-1.01,2023-05-23 01:04:32+00:00,3177.0,-1.01,-1.01,95.0,sensorFour,-1.01,-1.01
-1.01,87.27539063,2023-05-24 09:38:49+00:00,1228.0,-1.01,894.9675293,-1.01,sensorTwo,19.01000023,1034.895996
-1.01,75.01757813,2023-05-25 00:33:12+00:00,1492.0,-1.01,894.0327148,-1.01,sensorTwo,21.90999985,1043.505737
-1.01,83.57421875,2023-06-07 01:01:49+00:00,4095.0,-1.01,896.3657227,-1.01,sensorTwo,19.72999954,1022.032349
-1.01,-1.01,2023-05-26 03:37:28+00:00,3022.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-25 11:42:50+00:00,3186.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,69.29980469,2023-05-23 22:43:14+00:00,1247.0,-1.01,894.6520996,-1.01,sensorTwo,25.04999924,1037.800293
-1.01,52.05273438,2023-06-05 20:29:00+00:00,0.0,-1.01,894.9386597,-1.01,sensorOne,48.54000092,1035.161743
-1.01,-1.01,2023-05-24 06:53:54+00:00,4095.0,-1.01,-1.01,38.0,sensorFour,-1.01,-1.01
-1.01,80.34082031,2023-06-07 02:16:58+00:00,33.0,-1.01,897.2077637,-1.01,sensorOne,19.61000061,1014.293518
-1.01,58.62011719,2023-05-22 07:01:30+00:00,2697.0,-1.01,878.7427368,-1.01,sensorTwo,25.51000023,1185.369995
-1.01,-1.01,2023-05-25 13:42:12+00:00,3681.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,67.28027344,2023-05-23 21:35:19+00:00,1081.0,-1.01,894.461731,-1.01,sensorOne,26.61000061,1039.553467
-1.01,-1.01,2023-05-25 10:43:15+00:00,3179.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-24 21:48:28+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-06-06 23:47:21+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,82.37207031,2023-06-06 01:10:03+00:00,1177.0,-1.01,896.4902954,-1.01,sensorTwo,20.77000046,1020.887451
415.5330505,-1.01,2023-06-06 16:37:07+00:00,1253.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-22 11:12:40+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,91.53320313,2023-05-26 08:14:23+00:00,1419.0,-1.01,895.0119629,-1.01,sensorOne,19.29999924,1034.487305
0.0,-1.01,2023-05-24 17:15:54+00:00,1152.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,64.890625,2023-06-05 19:13:59+00:00,4095.0,-1.01,895.4706421,-1.01,sensorTwo,37.54000092,1030.265625
-1.01,87.7421875,2023-05-24 21:26:45+00:00,1275.0,-1.01,893.3522949,-1.01,sensorOne,24.93000031,1049.776855
-1.01,-1.01,2023-05-23 02:04:05+00:00,3127.0,-1.01,-1.01,35.0,sensorFour,-1.01,-1.01
-1.01,54.44628906,2023-05-24 14:38:24+00:00,4095.0,-1.01,895.8237305,-1.01,sensorTwo,43.54999924,1027.017334
-1.01,80.19824219,2023-06-06 23:18:01+00:00,16.0,-1.01,895.4411011,-1.01,sensorOne,21.22999954,1030.537354
-1.01,61.86328125,2023-05-22 18:56:48+00:00,2729.0,-1.01,877.5038452,-1.01,sensorTwo,25.53000069,1196.951782
0.0,-1.01,2023-05-23 16:25:26+00:00,1182.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.081600003,-1.01,2023-05-25 10:08:55+00:00,1105.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-22 06:14:35+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,72.9609375,2023-06-05 22:11:57+00:00,1144.0,-1.01,895.0100708,-1.01,sensorTwo,27.23999977,1034.504517
-1.01,86.92089844,2023-05-24 10:38:23+00:00,1216.0,-1.01,895.0956421,-1.01,sensorTwo,18.27000046,1033.716797
2.14385438,-1.01,2023-05-22 02:40:13+00:00,2881.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,60.74511719,2023-05-22 11:50:33+00:00,2656.0,-1.01,878.3660889,-1.01,sensorOne,25.06999969,1188.889526
-1.01,-1.01,2023-05-23 05:02:57+00:00,2875.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,89.125,2023-05-25 22:18:05+00:00,1379.0,-1.01,893.800415,-1.01,sensorOne,24.79999924,1045.646118
-1.01,72.32128906,2023-06-06 19:20:20+00:00,0.0,-1.01,894.916626,-1.01,sensorOne,34.70000076,1035.364624
-1.01,62.83691406,2023-05-23 17:46:15+00:00,1283.0,-1.01,896.1950073,-1.01,sensorTwo,34.43999863,1023.602295
920.7400513,-1.01,2023-05-25 12:08:20+00:00,1106.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-22 23:05:25+00:00,3793.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,86.66503906,2023-05-25 16:20:25+00:00,1312.0,-1.01,895.2105713,-1.01,sensorOne,27.79000092,1032.658936
-1.01,82.95214844,2023-05-25 10:29:11+00:00,1509.0,-1.01,893.9468994,-1.01,sensorTwo,17.22999954,1044.296509
0.081600003,-1.01,2023-05-23 04:27:43+00:00,1106.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.081600003,-1.01,2023-06-06 02:41:21+00:00,1232.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,59.7109375,2023-05-22 10:00:21+00:00,2701.0,-1.01,877.6842041,-1.01,sensorTwo,25.10000038,1195.265137
-1.01,-1.01,2023-05-24 17:50:44+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.081600003,-1.01,2023-05-24 10:16:54+00:00,1125.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.0,-1.01,2023-05-24 15:17:00+00:00,1193.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-25 08:44:04+00:00,3379.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-24 01:55:48+00:00,4048.0,-1.01,-1.01,93.0,sensorFour,-1.01,-1.01
-1.01,59.14648438,2023-05-23 20:44:29+00:00,1335.0,-1.01,894.3595581,-1.01,sensorTwo,37.06999969,1040.494629
1004.018494,-1.01,2023-05-24 12:16:18+00:00,1094.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,82.51171875,2023-05-25 09:29:40+00:00,1522.0,-1.01,893.8046875,-1.01,sensorTwo,17.94000053,1045.607178
0.163200006,-1.01,2023-05-24 04:18:56+00:00,1103.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-24 11:52:01+00:00,3731.0,-1.01,-1.01,42.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-25 20:40:12+00:00,4035.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
1.521445274,-1.01,2023-06-05 23:42:28+00:00,1247.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,82.35351563,2023-06-06 21:18:42+00:00,29.0,-1.01,894.7542114,-1.01,sensorOne,21.81999969,1036.860474
2.611200094,-1.01,2023-05-22 14:35:49+00:00,2805.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
108.3070755,-1.01,2023-06-05 22:42:56+00:00,1254.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,79.97460938,2023-06-06 03:24:17+00:00,25.0,-1.01,897.4587402,-1.01,sensorOne,19.84000015,1011.987732
0.0,-1.01,2023-05-23 15:25:34+00:00,1206.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-23 20:58:12+00:00,2734.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.163200006,-1.01,2023-05-23 08:26:15+00:00,1088.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,86.16699219,2023-05-24 20:27:04+00:00,2096.0,-1.01,893.7668457,-1.01,sensorOne,24.36000061,1045.955566
-1.01,90.47753906,2023-05-25 14:20:37+00:00,1232.0,-1.01,895.486084,-1.01,sensorOne,22.18000031,1030.123413
0.163200006,-1.01,2023-05-22 10:37:07+00:00,2801.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,69.57519531,2023-06-06 19:04:39+00:00,4095.0,-1.01,894.9398193,-1.01,sensorTwo,31.52000046,1035.151123
-1.01,70.50390625,2023-06-04 17:20:43+00:00,4095.0,-1.01,895.0424805,-1.01,sensorTwo,31.31999969,1034.206055
-1.01,82.54003906,2023-06-06 02:09:38+00:00,1168.0,-1.01,896.7199097,-1.01,sensorTwo,19.81999969,1018.776672
-1.01,62.03027344,2023-05-24 21:34:47+00:00,1447.0,-1.01,892.5939941,-1.01,sensorTwo,29.60000038,1056.770386
-1.01,-1.01,2023-05-23 03:03:41+00:00,3086.0,-1.01,-1.01,25.0,sensorFour,-1.01,-1.01
6.699545383,-1.01,2023-06-06 23:34:24+00:00,1237.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,82.88085938,2023-05-24 00:42:13+00:00,1165.0,-1.01,895.7628174,-1.01,sensorTwo,20.70999908,1027.577271
-1.01,85.81347656,2023-05-23 12:38:36+00:00,1006.0,-1.01,896.3474121,-1.01,sensorOne,18.84000015,1022.201172
-1.01,-1.01,2023-05-22 21:08:06+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,76.37695313,2023-05-23 02:50:41+00:00,1023.0,-1.01,897.6791382,-1.01,sensorTwo,19.36000061,1009.963684
-1.01,-1.01,2023-05-24 02:55:27+00:00,4095.0,-1.01,-1.01,34.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-24 04:54:42+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.326400012,-1.01,2023-05-26 02:04:09+00:00,1164.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,-1.01,2023-05-22 14:11:39+00:00,0.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,-1.01,2023-05-24 23:47:30+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
0.0,-1.01,2023-05-25 07:10:05+00:00,1102.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,51.02539063,2023-06-05 18:29:35+00:00,0.0,-1.01,896.3179932,-1.01,sensorOne,46.95000076,1022.471619
0.163200006,-1.01,2023-05-22 08:37:48+00:00,2802.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,75.56640625,2023-06-05 22:26:36+00:00,0.0,-1.01,895.3688965,-1.01,sensorOne,29.51000023,1031.202148
-1.01,60.80371094,2023-05-23 13:47:37+00:00,4095.0,-1.01,896.8415527,-1.01,sensorTwo,36.43999863,1017.658752
-1.01,-1.01,2023-06-05 17:58:38+00:00,4095.0,-1.01,-1.01,0.0,sensorFour,-1.01,-1.01
-1.01,83.02929688,2023-05-24 15:29:14+00:00,1029.0,-1.01,896.3164063,-1.01,sensorOne,25.77000046,1022.486084
514.9490967,-1.01,2023-06-06 18:36:31+00:00,1264.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
0.081600003,-1.01,2023-05-22 13:36:06+00:00,2828.0,-1.01,-1.01,-1.01,sensorThree,-1.01,-1.01
-1.01,88.71679688,2023-05-24 04:32:39+00:00,1008.0,-1.01,897.5925293,-1.01,sensorOne,20.29000092,1010.759094
